"","Postcode.Sector","name","oslaua","Population","Area.Sq.Km","People.per.Sq.Km","oscty","gor","code","all.operators.2G","all.operators.3G","all.operators.4G","pop.d.rank","LA.area","LA.2G.coverage","LA.3G.coverage","LA.4G.coverage","area_allocated.2G","area_coverage.2G","area_allocated.3G","area_coverage.3G","area_allocated.4G","area_coverage.4G","sitefinder.count","geotype","site.density","ex.pcd","distance"
"2726","FY11","Blackpool","E06000009",294,0.1344,2187.5,"E99999999","E12000002","00EY",99.23,100,NA,15,51.9434,51.54343582,51.9434,NA,0.134399999999999,99.9999999999996,0.134399999999999,99.9999999999996,NA,NA,3,"Suburban 2",22.3214285714286,"FY11DA",0.554
"2727","FY12","Blackpool","E06000009",7870,1.2301,6397.85383302171,"E99999999","E12000002","00EY",99.23,100,NA,4,51.9434,51.54343582,51.9434,NA,1.2301,100,1.2301,100,NA,NA,5,"Suburban 1",4.06471018616373,"FY29SS",0.625
"2728","FY13","Blackpool","E06000009",4412,0.6837,6453.12271464092,"E99999999","E12000002","00EY",99.23,100,NA,3,51.9434,51.54343582,51.9434,NA,0.6837,100,0.6837,100,NA,NA,4,"Suburban 1",5.85051923358198,"FY11DA",0.616
"2729","FY14","Blackpool","E06000009",6528,0.984,6634.14634146341,"E99999999","E12000002","00EY",99.23,100,NA,2,51.9434,51.54343582,51.9434,NA,0.984,100,0.984,100,NA,NA,2,"Suburban 1",2.03252032520325,"FY11DA",0.687
"2730","FY15","Blackpool","E06000009",6129,1.0259,5974.26649770933,"E99999999","E12000002","00EY",99.23,100,NA,6,51.9434,51.54343582,51.9434,NA,1.0259,100,1.0259,100,NA,NA,4,"Suburban 1",3.89901549858661,"FY11DA",1.025
"2731","FY16","Blackpool","E06000009",8401,1.1865,7080.48883270122,"E99999999","E12000002","00EY",99.23,100,NA,1,51.9434,51.54343582,51.9434,NA,1.1865,100,1.1865,100,NA,NA,1,"Suburban 1",0.842815002107037,"FY41AB",0.481
"2732","FY20","Blackpool","E06000009",14413,4.1519,3471.42272212722,"E99999999","E12000002","00EY",99.23,100,NA,13,51.9434,51.54343582,51.9434,NA,4.1519,100,4.1519,100,NA,NA,6,"Suburban 1",1.44512151063369,"FY29SS",1.776
"2733","FY29","Blackpool","E06000009",10146,2.0961,4840.41791899241,"E99999999","E12000002","00EY",99.23,100,NA,7,51.9434,51.54343582,51.9434,NA,2.0961,100,2.0961,100,NA,NA,1,"Suburban 1",0.477076475359,"FY29SS",1.372
"2734","FY30","Lancashire","E07000119",1932,5.928,325.910931174089,"E10000017","E12000002","30",77.59,68.84,15.93,126,2834.759,2199.4895081,1951.4480956,451.5771087,5.928,100,5.928,100,0,0,3,"Rural 1",0.506072874493927,"FY38JX",2.625
"2735","FY37","Blackpool","E06000009",10503,2.3028,4560.96925482022,"E99999999","E12000002","00EY",99.23,100,NA,9,51.9434,51.54343582,51.9434,NA,2.3028,100,2.3028,100,NA,NA,6,"Suburban 1",2.60552371026576,"FY38JX",0.737
"2736","FY38","Blackpool","E06000009",9532,2.2692,4200.59933016041,"E99999999","E12000002","00EY",99.23,100,NA,10,51.9434,51.54343582,51.9434,NA,2.2692,100,2.2692,100,NA,NA,7,"Suburban 1",3.08478759034021,"FY38JX",0.742
"2737","FY39","Blackpool","E06000009",9988,4.765,2096.11752360965,"E99999999","E12000002","00EY",99.23,100,NA,16,51.9434,51.54343582,51.9434,NA,4.765,100,4.765,100,NA,NA,3,"Suburban 2",0.629590766002099,"FY39PR",0.732
"2738","FY41","Blackpool","E06000009",8507,1.7706,4804.58601603976,"E99999999","E12000002","00EY",99.23,100,NA,8,51.9434,51.54343582,51.9434,NA,1.7706,100,1.7706,100,NA,NA,4,"Suburban 1",2.25912120185248,"FY41AB",1.586
"2739","FY42","Lancashire","E07000119",7805,1.3076,5968.95074946467,"E10000017","E12000002","30",77.59,68.84,15.93,5,2834.759,2199.4895081,1951.4480956,451.5771087,1.3076,100,1.3076,100,1.3076,100,5,"Suburban 1",3.82379932701132,"FY41AB",2.015
"2740","FY43","Blackpool","E06000009",10358,1.7041,6078.28179097471,"E99999999","E12000002","00EY",99.23,100,NA,5,51.9434,51.54343582,51.9434,NA,1.7041,100,1.7041,100,NA,NA,1,"Suburban 1",0.586820022299161,"FY41AB",1.802
"2741","FY44","Blackpool","E06000009",11958,3.0042,3980.42740163771,"E99999999","E12000002","00EY",99.23,100,NA,11,51.9434,51.54343582,51.9434,NA,3.0042,100,3.0042,100,NA,NA,7,"Suburban 1",2.33007123360628,"FY39PR",2.461
"2742","FY45","Blackpool","E06000009",5036,7.2169,697.80653743297,"E99999999","E12000002","00EY",99.23,100,NA,17,51.9434,51.54343582,51.9434,NA,7.2169,100,7.2169,100,NA,NA,4,"Rural 1",0.554254596849063,"FY39PR",3.45
"2743","FY51","Lancashire","E07000128",7947,1.8233,4358.58059562332,"E10000017","E12000002","30",77.59,68.84,15.93,15,2834.759,2199.4895081,1951.4480956,451.5771087,1.8233,100,1.8233,100,1.8233,100,2,"Suburban 1",1.09691219217902,"FY51DF",0.411
"2744","FY52","Blackpool","E06000009",12093,3.9507,3060.97653580378,"E99999999","E12000002","00EY",99.23,100,NA,14,51.9434,51.54343582,51.9434,NA,3.9507,99.9999999999999,3.9507,99.9999999999999,NA,NA,5,"Suburban 2",1.26559850153137,"FY51DF",1.4
"2745","FY53","Blackpool","E06000009",11154,3.0047,3712.18424468333,"E99999999","E12000002","00EY",99.23,100,NA,12,51.9434,51.54343582,51.9434,NA,3.0047,100,3.0047,100,NA,NA,6,"Suburban 1",1.99687156787699,"FY51DF",1.388
"2746","FY54","Lancashire","E07000128",8381,4.1537,2017.71914196981,"E10000017","E12000002","30",77.59,68.84,15.93,52,2834.759,2199.4895081,1951.4480956,451.5771087,4.15370000000001,100,4.15370000000001,100,4.15370000000001,100,2,"Suburban 2",0.481498423092664,"FY51DF",2.76
"2747","FY55","Lancashire","E07000128",5241,3.6891,1420.6717085468,"E10000017","E12000002","30",77.59,68.84,15.93,72,2834.759,2199.4895081,1951.4480956,451.5771087,3.6891,99.9999999999999,3.6891,99.9999999999999,3.6891,99.9999999999999,5,"Suburban 2",1.35534412187254,"FY69AZ",2.505
"2748","FY60","Lancashire","E07000128",7177,24.4458,293.588264650778,"E10000017","E12000002","30",77.59,68.84,15.93,129,2834.759,2199.4895081,1951.4480956,451.5771087,24.4458,99.9999999999999,24.4458,99.9999999999999,0,0,6,"Rural 1",0.245440934639079,"FY60AR",0.933
"2749","FY67","Lancashire","E07000119",12715,10.328,1231.11928737413,"E10000017","E12000002","30",77.59,68.84,15.93,82,2834.759,2199.4895081,1951.4480956,451.5771087,10.328,99.9999999999998,10.328,99.9999999999998,10.328,99.9999999999998,5,"Suburban 2",0.484120836560806,"FY67DH",0.705
"2750","FY68","Lancashire","E07000119",5367,10.8139,496.305680651754,"E10000017","E12000002","30",77.59,68.84,15.93,108,2834.759,2199.4895081,1951.4480956,451.5771087,10.8139,99.9999999999999,10.8139,99.9999999999999,0,0,4,"Rural 1",0.369894302703003,"FY67DH",2.878
"2751","FY69","Lancashire","E07000119",2744,6.0506,453.508742934585,"E10000017","E12000002","30",77.59,68.84,15.93,109,2834.759,2199.4895081,1951.4480956,451.5771087,6.05059999999992,99.9999999999986,6.05059999999992,99.9999999999986,0,0,3,"Rural 1",0.495818596502826,"FY69AZ",0.18
"2752","FY76","Lancashire","E07000128",6830,4.3223,1580.17722046133,"E10000017","E12000002","30",77.59,68.84,15.93,65,2834.759,2199.4895081,1951.4480956,451.5771087,4.32230000000001,100,4.32230000000001,100,4.32230000000001,100,3,"Suburban 2",0.694074913819032,"FY77BT",1.863
"2753","FY77","Lancashire","E07000128",8967,1.4658,6117.47851002865,"E10000017","E12000002","30",77.59,68.84,15.93,3,2834.759,2199.4895081,1951.4480956,451.5771087,1.4658,100,1.4658,100,1.4658,100,3,"Suburban 1",2.04666393778142,"FY77BT",1.835
"2754","FY78","Lancashire","E07000128",10142,4.0117,2528.10529202084,"E10000017","E12000002","30",77.59,68.84,15.93,40,2834.759,2199.4895081,1951.4480956,451.5771087,4.0117,100,4.0117,100,4.0117,100,4,"Suburban 2",0.997083530672782,"FY77BT",1.472
"2755","FY81","Lancashire","E07000119",9332,3.1593,2953.81888392998,"E10000017","E12000002","30",77.59,68.84,15.93,31,2834.759,2199.4895081,1951.4480956,451.5771087,3.1593,100,3.1593,100,3.1593,100,7,"Suburban 2",2.21568068876017,"FY81TS",2.55
"2756","FY82","Lancashire","E07000119",8790,5.4518,1612.31153013684,"E10000017","E12000002","30",77.59,68.84,15.93,63,2834.759,2199.4895081,1951.4480956,451.5771087,5.45180000000002,100,5.45180000000002,100,5.45180000000002,100,2,"Suburban 2",0.366851315161965,"FY81TS",1.865
"2757","FY83","Lancashire","E07000119",9816,5.6152,1748.11226670466,"E10000017","E12000002","30",77.59,68.84,15.93,60,2834.759,2199.4895081,1951.4480956,451.5771087,5.61519999999999,99.9999999999998,5.61519999999999,99.9999999999998,5.61519999999999,99.9999999999998,4,"Suburban 2",0.712352186921214,"FY81TS",1.351
"2758","FY84","Lancashire","E07000119",10136,15.145,669.263783426874,"E10000017","E12000002","30",77.59,68.84,15.93,99,2834.759,2199.4895081,1951.4480956,451.5771087,15.145,99.9999999999999,15.145,99.9999999999999,10.8346087,71.5391792670848,5,"Rural 1",0.330141961043249,"FY85PJ",2.535
"2759","FY85","Blackpool","E06000009",5979,10.4626,571.464072027985,"E99999999","E12000002","00EY",99.23,100,NA,18,51.9434,51.54343582,51.9434,NA,10.06263582,96.1772008869689,10.4626,100,NA,NA,4,"Rural 1",0.38231414753503,"FY85PJ",1.378
"2760","G11","Glasgow City","S12000046",3914,0.348318,11236.8582731871,"S99999999","S99999999","00QS",99.9,99.99,84.44,3,187.609456,187.421846544,187.5906950544,158.4174246464,0.348318,100,0.348318,100,0.348318,100,10,"Urban",28.7093977342543,"G11EZ",0.138
"2761","G115","Glasgow City","S12000046",6511,0.502674,12952.7288063437,"S99999999","S99999999","00QS",99.9,99.99,84.44,1,187.609456,187.421846544,187.5906950544,158.4174246464,0.502674,100,0.502674,100,0.502674,100,1,"Urban",1.98936089791794,"G129ND",0.635
"2762","G116","Glasgow City","S12000046",5120,0.890617,5748.82356838012,"S99999999","S99999999","00QS",99.9,99.99,84.44,21,187.609456,187.421846544,187.5906950544,158.4174246464,0.890616999999999,99.9999999999999,0.890616999999999,99.9999999999999,0.890616999999999,99.9999999999999,5,"Suburban 1",5.61408551599621,"G129ND",1.149
"2763","G117","Glasgow City","S12000046",9320,1.054574,8837.69180730798,"S99999999","S99999999","00QS",99.9,99.99,84.44,11,187.609456,187.421846544,187.5906950544,158.4174246464,1.054574,100,1.054574,100,1.054574,100,3,"Urban",2.84475058175149,"G129ND",1.195
"2764","G12","Glasgow City","S12000046",390,0.218374,1785.92689605905,"S99999999","S99999999","00QS",99.9,99.99,84.44,87,187.609456,187.421846544,187.5906950544,158.4174246464,0.218374000000011,100.000000000005,0.218374000000011,100.000000000005,0.218374000000011,100.000000000005,6,"Suburban 2",27.4757984009085,"G23BD",0.476
"2765","G120","Glasgow City","S12000046",9584,2.229969,4297.81759297999,"S99999999","S99999999","00QS",99.9,99.99,84.44,36,187.609456,187.421846544,187.5906950544,158.4174246464,2.229969,99.9999999999999,2.229969,99.9999999999999,2.229969,99.9999999999999,4,"Suburban 1",1.79374690858931,"G129ND",0.879
"2766","G128","Glasgow City","S12000046",5894,0.770377,7650.79954360008,"S99999999","S99999999","00QS",99.9,99.99,84.44,14,187.609456,187.421846544,187.5906950544,158.4174246464,0.770377,100,0.770377,100,0.770377,100,8,"Suburban 1",10.3845260177809,"G129ND",1.089
"2767","G129","Glasgow City","S12000046",8672,0.941086,9214.88578089569,"S99999999","S99999999","00QS",99.9,99.99,84.44,9,187.609456,187.421846544,187.5906950544,158.4174246464,0.941085999999999,99.9999999999999,0.941085999999999,99.9999999999999,0.941085999999999,99.9999999999999,2,"Urban",2.12520428526192,"G129ND",0.157
"2768","G13","Glasgow City","S12000046",273,0.109394,2495.5664844507,"S99999999","S99999999","00QS",99.9,99.99,84.44,78,187.609456,187.421846544,187.5906950544,158.4174246464,0.109393999999995,99.9999999999951,0.109393999999995,99.9999999999951,0.109393999999995,99.9999999999951,7,"Suburban 2",63.9888842166846,"G23BD",0.628
"2769","G131","Glasgow City","S12000046",8899,2.12363,4190.46632417135,"S99999999","S99999999","00QS",99.9,99.99,84.44,39,187.609456,187.421846544,187.5906950544,158.4174246464,2.12363000000001,100,2.12363000000001,100,2.12363000000001,100,9,"Suburban 1",4.23802639819554,"G131YA",1.205
"2770","G132","Glasgow City","S12000046",7800,1.529005,5101.35676469338,"S99999999","S99999999","00QS",99.9,99.99,84.44,24,187.609456,187.421846544,187.5906950544,158.4174246464,1.529005,99.9999999999999,1.529005,99.9999999999999,1.529005,99.9999999999999,6,"Suburban 1",3.92412058822568,"G131YA",1.544
"2771","G133","Glasgow City","S12000046",9833,1.9481,5047.48216210667,"S99999999","S99999999","00QS",99.9,99.99,84.44,25,187.609456,187.421846544,187.5906950544,158.4174246464,1.9481,100,1.9481,100,1.9481,100,6,"Suburban 1",3.07992402854063,"G131YA",0.799
"2772","G134","Glasgow City","S12000046",6367,1.202235,5295.96958997201,"S99999999","S99999999","00QS",99.9,99.99,84.44,23,187.609456,187.421846544,187.5906950544,158.4174246464,1.202235,100,1.202235,100,1.202235,100,3,"Suburban 1",2.49535240614356,"G158NS",1.534
"2773","G14","Glasgow City","S12000046",765,0.270873,2824.20174768249,"S99999999","S99999999","00QS",99.9,99.99,84.44,71,187.609456,187.421846544,187.5906950544,158.4174246464,0.270873000000009,100.000000000003,0.270873000000009,100.000000000003,0.270873000000009,100.000000000003,3,"Suburban 2",11.0753009713039,"G11EZ",0.906
"2774","G140","Glasgow City","S12000046",8458,2.471272,3422.52896484078,"S99999999","S99999999","00QS",99.9,99.99,84.44,58,187.609456,187.421846544,187.5906950544,158.4174246464,2.471272,100,2.471272,100,2.471272,100,4,"Suburban 1",1.61859965232479,"G131YA",0.888
"2775","G149","Glasgow City","S12000046",10127,1.656908,6111.98690573043,"S99999999","S99999999","00QS",99.9,99.99,84.44,19,187.609456,187.421846544,187.5906950544,158.4174246464,1.656908,100,1.656908,100,1.656908,100,2,"Suburban 1",1.20706762234234,"G131YA",0.921
"2776","G15","Glasgow City","S12000046",2057,0.467576,4399.28482214656,"S99999999","S99999999","00QS",99.9,99.99,84.44,33,187.609456,187.421846544,187.5906950544,158.4174246464,0.467576000000001,100,0.467576000000001,100,0.467576000000001,100,4,"Suburban 1",8.55475901243862,"G11EZ",0.591
"2777","G156","Glasgow City","S12000046",6404,1.424826,4494.5839000692,"S99999999","S99999999","00QS",99.9,99.99,84.44,30,187.609456,187.421846544,187.5906950544,158.4174246464,1.424826,100,1.424826,100,1.424826,100,5,"Suburban 1",3.50920042166552,"G158NS",0.868
"2778","G157","Glasgow City","S12000046",5767,1.834024,3144.4517628995,"S99999999","S99999999","00QS",99.9,99.99,84.44,61,187.609456,187.421846544,187.5906950544,158.4174246464,1.834024,100,1.834024,100,1.834024,100,3,"Suburban 1",1.63574740570461,"G158NS",1.06
"2779","G158","Glasgow City","S12000046",4866,1.704252,2855.211553221,"S99999999","S99999999","00QS",99.9,99.99,84.44,70,187.609456,187.421846544,187.5906950544,158.4174246464,1.704252,99.9999999999998,1.704252,99.9999999999998,1.704252,99.9999999999998,5,"Suburban 2",2.93383842295623,"G158NS",0.521
"2780","G200","Glasgow City","S12000046",7228,2.444825,2956.44882558056,"S99999999","S99999999","00QS",99.9,99.99,84.44,67,187.609456,187.421846544,187.5906950544,158.4174246464,2.44482500000001,100,2.44482500000001,100,2.44482500000001,100,8,"Suburban 2",3.27221784790322,"G208TP",1.853
"2781","G206","Glasgow City","S12000046",6323,0.548758,11522.3832727723,"S99999999","S99999999","00QS",99.9,99.99,84.44,2,187.609456,187.421846544,187.5906950544,158.4174246464,0.548758,100,0.548758,100,0.548758,100,3,"Urban",5.4668906876984,"G208TP",0.886
"2782","G207","Glasgow City","S12000046",6100,0.846025,7210.18882420732,"S99999999","S99999999","00QS",99.9,99.99,84.44,16,187.609456,187.421846544,187.5906950544,158.4174246464,0.846025000000001,100,0.846025000000001,100,0.846025000000001,100,2,"Suburban 1",2.36399633580568,"G208TP",1.039
"2783","G208","Glasgow City","S12000046",6772,0.808753,8373.38470460079,"S99999999","S99999999","00QS",99.9,99.99,84.44,12,187.609456,187.421846544,187.5906950544,158.4174246464,0.808753000000001,100,0.808753000000001,100,0.808753000000001,100,5,"Urban",6.18235728337329,"G208TP",0.449
"2784","G209","Glasgow City","S12000046",4388,1.225827,3579.62420472057,"S99999999","S99999999","00QS",99.9,99.99,84.44,53,187.609456,187.421846544,187.5906950544,158.4174246464,1.225827,100,1.225827,100,1.225827,100,2,"Suburban 1",1.63155159741138,"G208TP",0.707
"2785","G21","Glasgow City","S12000046",99,0.063797,1551.79710644701,"S99999999","S99999999","00QS",99.9,99.99,84.44,95,187.609456,187.421846544,187.5906950544,158.4174246464,0.0637969999999939,99.9999999999904,0.0637969999999939,99.9999999999904,0,0,2,"Suburban 2",31.349436493879,"G23BD",0.412
"2786","G211","East Dunbartonshire","S12000045",5309,1.971879,2692.355869706,"S99999999","S99999999","00QL",84.44,81.52,36.85,2,147.323165,124.399680526,120.097844108,54.2885863025,1.971879,100,1.971879,100,1.971879,100,3,"Suburban 2",1.52139152554492,"G211DA",0.234
"2787","G212","Glasgow City","S12000046",5993,2.021279,2964.95436800165,"S99999999","S99999999","00QS",99.9,99.99,84.44,66,187.609456,187.421846544,187.5906950544,158.4174246464,2.02127899999999,99.9999999999996,2.02127899999999,99.9999999999996,2.02127899999999,99.9999999999996,6,"Suburban 2",2.96841752177705,"G211DA",1.582
"2788","G213","Glasgow City","S12000046",10084,3.438358,2932.79524703361,"S99999999","S99999999","00QS",99.9,99.99,84.44,68,187.609456,187.421846544,187.5906950544,158.4174246464,3.43835799999999,99.9999999999998,3.43835799999999,99.9999999999998,3.43835799999999,99.9999999999998,9,"Suburban 2",2.61752848307244,"G211DA",1.682
"2789","G214","Glasgow City","S12000046",7426,1.52312,4875.51867219917,"S99999999","S99999999","00QS",99.9,99.99,84.44,26,187.609456,187.421846544,187.5906950544,158.4174246464,1.52312,99.9999999999999,1.52312,99.9999999999999,1.52312,99.9999999999999,4,"Suburban 1",2.62618835022848,"G211DA",0.828
"2790","G22","Glasgow City","S12000046",68,0.076368,890.42530902996,"S99999999","S99999999","00QS",99.9,99.99,84.44,99,187.609456,187.421846544,187.5906950544,158.4174246464,0.0763680000000022,100.000000000003,0.0763680000000022,100.000000000003,0,0,5,"Suburban 2",65.4724491933794,"G23BD",0.243
"2791","G225","Glasgow City","S12000046",4922,1.217551,4042.54113380056,"S99999999","S99999999","00QS",99.9,99.99,84.44,40,187.609456,187.421846544,187.5906950544,158.4174246464,1.217551,100,1.217551,100,1.217551,100,6,"Suburban 1",4.92792499041108,"G211DA",1.337
"2792","G226","Glasgow City","S12000046",6794,1.738319,3908.37354938881,"S99999999","S99999999","00QS",99.9,99.99,84.44,42,187.609456,187.421846544,187.5906950544,158.4174246464,1.738319,100,1.738319,100,1.738319,100,6,"Suburban 1",3.45161043513877,"G211DA",1.572
"2793","G227","Glasgow City","S12000046",6338,1.761122,3598.84210179647,"S99999999","S99999999","00QS",99.9,99.99,84.44,51,187.609456,187.421846544,187.5906950544,158.4174246464,1.761122,100,1.761122,100,1.761122,100,5,"Suburban 1",2.83909916519128,"G642RQ",1.725
"2794","G23","Glasgow City","S12000046",672,0.209115,3213.54278746144,"S99999999","S99999999","00QS",99.9,99.99,84.44,60,187.609456,187.421846544,187.5906950544,158.4174246464,0.209114999999997,99.9999999999986,0.209114999999997,99.9999999999986,0.209114999999997,99.9999999999986,12,"Suburban 1",57.3846926332401,"G23BD",0.129
"2795","G235","East Dunbartonshire","S12000045",7131,7.61087,936.949389491609,"S99999999","S99999999","00QL",84.44,81.52,36.85,10,147.323165,124.399680526,120.097844108,54.2885863025,7.61087000000001,100,7.61087000000001,100,7.61087000000001,100,3,"Suburban 2",0.394173070884143,"G208TP",2.959
"2796","G24","Glasgow City","S12000046",411,0.180066,2282.49641798007,"S99999999","S99999999","00QS",99.9,99.99,84.44,81,187.609456,187.421846544,187.5906950544,158.4174246464,0.180065999999997,99.9999999999981,0.180065999999997,99.9999999999981,0.180065999999997,99.9999999999981,1,"Suburban 2",5.55351926515833,"G27AH",0.326
"2797","G25","Glasgow City","S12000046",8,0.086794,92.1722699725788,"S99999999","S99999999","00QS",99.9,99.99,84.44,101,187.609456,187.421846544,187.5906950544,158.4174246464,0,0,0.0680330543999901,78.3845132151878,0,0,1,"Rural 2",11.5215337465723,"G27AH",0.43
"2798","G26","Glasgow City","S12000046",82,0.052727,1555.18045782995,"S99999999","S99999999","00QS",99.9,99.99,84.44,94,187.609456,187.421846544,187.5906950544,158.4174246464,0.0527270000000044,100.000000000008,0.0527270000000044,100.000000000008,0,0,1,"Suburban 2",18.9656153393897,"G27AH",0.464
"2799","G27","Glasgow City","S12000046",616,0.079532,7745.31006387366,"S99999999","S99999999","00QS",99.9,99.99,84.44,13,187.609456,187.421846544,187.5906950544,158.4174246464,0.0795319999999986,99.9999999999982,0.0795319999999986,99.9999999999982,0.0795319999999986,99.9999999999982,4,"Suburban 1",50.2942211939848,"G27AH",0.198
